Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
5-6.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	5-6.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00178	0,00178

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,295639	3,333333E-05
0,01	0,3004074	0,0001333333
0,02	0,3083547	0,0003666667
0,03	0,3258387	0,0005333333
0,04	0,3496806	0,0007333333
0,05	0,3910065	0,0009
0,06	0,4593531	0,001066667
0,07	0,5626678	0,001233333
0,08	0,6945928	0,0014
0,09	0,8360545	0,001566667
0,1	0,96639	0,001733333
0,11	1,091957	0,0019
0,12	1,219114	0,002066667
0,13	1,352628	0,002233333
0,14	1,489321	0,0024
0,15	1,621246	0,002566667
0,16	1,761119	0,002733333
0,17	1,899401	0,0029
0,18	2,029737	0,003066667
0,19	2,148946	0,003233333
0,2	2,266566	0,0034
0,21	2,385775	0,003566667
0,22	2,511342	0,003733333
0,23	2,63532	0,0039
0,24	2,757708	0,004066667
0,25	2,883275	0,004233333
0,26	3,002485	0,0044
0,27	3,120105	0,004566667
0,28	3,242493	0,004733333
0,29	3,383954	0,0049
0,3	3,525416	0,005066667
0,31	3,655751	0,005233333
0,32	3,763835	0,0054
0,33	3,873507	0,005566667
0,34	3,997485	0,005733334
0,35	4,12782	0,0059
0,36	4,258156	0,006066667
0,37	4,394849	0,006233334
0,38	4,541079	0,0064
0,39	4,690488	0,006566667
0,4	4,812876	0,006733333
0,41	4,91937	0,0069
0,42	5,030632	0,007066667
0,43	5,157789	0,007233333
0,44	5,297661	0,0074
0,45	5,432765	0,007566667
0,46	5,5631	0,007733333
0,47	5,685488	0,007900001
0,48	5,788803	0,008066666
0,49	5,88735	0,008233333
0,5	6,009737	0,0084
0,51	6,162325	0,008566666
0,52	6,308556	0,008733333
0,53	6,427765	0,0089
0,54	6,534258	0,009066666
0,55	6,650289	0,009233333
0,56	6,783803	0,0094
0,57	6,920496	0,009566667
0,58	7,050832	0,009733333
0,59	7,177989	0,0099
0,6	7,300377	0,01006667
0,61	7,417997	0,01023333
0,62	7,529259	0,0104
0,63	7,645289	0,01056667
0,64	7,774035	0,01073333
0,65	7,90596	0,0109
0,66	8,045833	0,01106667
0,67	8,188884	0,01123333
0,68	8,328755	0,0114
0,69	8,441607	0,01156667
0,7	8,543332	0,01173333
0,71	8,648236	0,0119
0,72	8,770625	0,01206667
0,73	8,896192	0,01223333
0,74	9,021759	0,0124
0,75	9,152095	0,01256667
0,76	9,290378	0,01273333
0,77	9,435018	0,0129
0,78	9,566943	0,01306667
0,79	9,684563	0,01323333
0,8	9,799004	0,0134
0,81	9,92616	0,01356667
0,82	10,06444	0,01373333
0,83	10,20432	0,0139
0,84	10,33465	0,01406667
0,85	10,45863	0,01423333
0,86	10,57943	0,0144
0,87	10,69546	0,01456667
0,88	10,82102	0,01473333
0,89	10,96408	0,0149
0,9	11,11666	0,01506667
0,91	11,26448	0,01523333
0,92	11,39959	0,0154
0,93	11,52515	0,01556667
0,94	11,6396	0,01573333
0,95	11,75563	0,0159
0,96	11,88914	0,01606667
0,97	12,03378	0,01623333
0,98	12,16571	0,0164
0,99	12,28809	0,01656667
1	12,39936	0,01673333
1,01	12,50903	0,0169
1,02	12,61552	0,01706667
1,03	12,73791	0,01723333
1,04	12,87619	0,0174
1,05	13,01448	0,01756667
1,06	13,14163	0,01773333
1,07	13,26402	0,01793333
1,08	13,39753	0,01806667
1,09	13,54218	0,01823333
1,1	13,67728	0,0184
1,11	13,7949	0,01856667
1,12	13,89503	0,01873333
1,13	14,00948	0,0189
1,14	14,14776	0,01906667
1,15	14,28922	0,01923333
1,16	14,42591	0,0194
1,17	14,5642	0,01956667
1,18	14,6993	0,01973333
1,19	14,81692	0,0199
1,2	14,925	0,02006667
1,21	15,03944	0,02026667
1,22	15,15865	0,0204
1,23	15,28104	0,02056667
1,24	15,40979	0,02073333
1,25	15,54012	0,0209
1,26	15,67046	0,02106667
1,27	15,80874	0,02123333
1,28	15,94543	0,0214
1,29	16,06146	0,02156667
1,3	16,17273	0,02173333
1,31	16,30147	0,0219
1,32	16,44452	0,02206667
1,33	16,58281	0,02223333
1,34	16,70043	0,0224
1,35	16,81487	0,02256667
1,36	16,9309	0,02273333
1,37	17,05647	0,0229
1,38	17,17567	0,02306667
1,39	17,29012	0,02323333
1,4	17,4125	0,0234
1,41	17,54284	0,02356667
1,42	17,69066	0,02373333
1,43	17,83689	0,0239
1,44	17,97517	0,02406667
1,45	18,09438	0,02423333
1,46	18,20564	0,0244
1,47	18,32803	0,02456667
1,48	18,46155	0,02473333
1,49	18,59029	0,0249
1,5	18,70632	0,02506667
1,51	18,81281	0,02523333
1,52	18,91931	0,0254
1,53	19,04646	0,02556667
1,54	19,19111	0,02573333
1,55	19,32621	0,0259
1,56	19,43429	0,02606667
1,57	19,53284	0,02623333
1,58	19,65046	0,0264
1,59	19,78556	0,02656667
1,6	19,92385	0,02673333
1,61	20,06849	0,0269
1,62	20,21313	0,02706667
1,63	20,34028	0,02723333
1,64	20,44837	0,0274
1,65	20,55168	0,02756667
1,66	20,67407	0,02773333
1,67	20,81394	0,0279
1,68	20,94587	0,02806667
1,69	21,06349	0,02823333
1,7	21,17475	0,0284
1,71	21,30032	0,02856667
1,72	21,44655	0,02873333
1,73	21,60072	0,0289
1,74	21,75172	0,02906667
1,75	21,89001	0,02923333
1,76	22,01716	0,0294
1,77	22,1475	0,02956667
1,78	22,27783	0,02973333
1,79	22,41929	0,0299
1,8	22,55599	0,03006667
1,81	22,67202	0,03023333
1,82	22,77533	0,0304
1,83	22,88977	0,03056667
1,84	23,02329	0,03073333
1,85	23,16475	0,0309
1,86	23,29826	0,03106667
1,87	23,41112	0,03123333
1,88	23,52397	0,0314
1,89	23,64	0,03156667
1,9	23,77033	0,03173333
1,91	23,90385	0,0319
1,92	24,02624	0,03206667
1,93	24,1375	0,03223334
1,94	24,24876	0,0324
1,95	24,37115	0,03256667
1,96	24,50784	0,03273333
1,97	24,64136	0,0329
1,98	24,76851	0,03306667
1,99	24,8909	0,03323333
2	25,02441	0,0334
2,01	25,17382	0,03356667
2,02	25,31211	0,03373333
2,03	25,42337	0,0339
2,04	25,52191	0,03406667
2,05	25,63477	0,03423334
2,06	25,77623	0,0344
2,07	25,93199	0,03456667
2,08	26,07504	0,03473333
2,09	26,19584	0,0349
2,1	26,29916	0,03506667
2,11	26,40724	0,03523333
2,12	26,53281	0,0354
2,13	26,67109	0,03556667
2,14	26,80461	0,03573333
2,15	26,92699	0,0359
2,16	27,03826	0,03606667
2,17	27,14634	0,03623333
2,18	27,26873	0,0364
2,19	27,40542	0,03656667
2,2	27,54688	0,03673333
2,21	27,67086	0,0369
2,22	27,78053	0,03706667
2,23	27,88385	0,03723333
2,24	28,00306	0,0374
2,25	28,14134	0,03756667
2,26	28,2828	0,03773334
2,27	28,41155	0,0379
2,28	28,52758	0,03806667
2,29	28,65314	0,03823333
2,3	28,78825	0,0384
2,31	28,92812	0,03856667
2,32	29,0521	0,03873333
2,33	29,16336	0,0389
2,34	29,27462	0,03906667
2,35	29,40496	0,03923333
2,36	29,55596	0,0394
2,37	29,70695	0,03956667
2,38	29,83252	0,03973334
2,39	29,93107	0,0399
2,4	30,02802	0,04006667
2,41	30,15677	0,04023333
2,42	30,303	0,0404
2,43	30,44128	0,04056667
2,44	30,55573	0,04073333
2,45	30,67017	0,0409
2,46	30,8005	0,04106667
2,47	30,95468	0,04123333
2,48	31,12316	0,0414
2,49	31,27098	0,04156667
2,5	31,38701	0,04173333
2,51	31,49351	0,0419
2,52	31,60795	0,04206667
2,53	31,74146	0,04223333
2,54	31,88133	0,0424
2,55	32,01802	0,04256667
2,56	32,14518	0,04273333
2,57	32,27075	0,0429
2,58	32,39314	0,04306667
2,59	32,51553	0,04323334
2,6	32,63314	0,0434
2,61	32,75394	0,04356667
2,62	32,88746	0,04373333
2,63	33,02097	0,0439
2,64	33,13859	0,04406667
2,65	33,2435	0,04423333
2,66	33,3643	0,0444
2,67	33,50417	0,04456667
2,68	33,64881	0,04473333
2,69	33,77438	0,0449
2,7	33,87928	0,04506667
2,71	33,99213	0,04523334
2,72	34,12406	0,0454
2,73	34,27346	0,04556667
2,74	34,42447	0,04573333
2,75	34,56275	0,0459
2,76	34,6899	0,04606667
2,77	34,80911	0,04623333
2,78	34,9315	0,0464
2,79	35,05389	0,04656667
2,8	35,17151	0,04673333
2,81	35,28595	0,0469
2,82	35,40993	0,04706667
2,83	35,5498	0,04723334
2,84	35,6849	0,0474
2,85	35,81047	0,04756667
2,86	35,92968	0,04773333
2,87	36,05525	0,0479
2,88	36,18558	0,04806667
2,89	36,30956	0,04823333
2,9	36,43036	0,0484
2,91	36,55275	0,04856667
2,92	36,6799	0,04873333
2,93	36,8166	0,0489
2,94	36,94693	0,04906667
2,95	37,07409	0,04923333
2,96	37,2076	0,0494
2,97	37,34112	0,04956667
2,98	37,4651	0,04973333
2,99	37,59066	0,0499
3	37,721	0,05006667
3,01	37,85769	0,05023333
3,02	37,98803	0,0504
3,03	38,10723	0,05056667
3,04	38,2185	0,05073334
3,05	38,34407	0,0509
3,06	38,48235	0,05106667
3,07	38,62063	0,05123333
3,08	38,75415	0,0514
3,09	38,88925	0,05156667
