Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
7-1.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	7-1.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00433	0,00433

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,5261104	3,333333E-05
0,01	0,5054474	0,0001
0,02	0,4863739	0,0002666667
0,03	0,4800161	0,0005
0,04	0,483195	0,0007
0,05	0,4800161	0,0008666667
0,06	0,4720688	0,001033333
0,07	0,4688899	0,0012
0,08	0,4768372	0,001366667
0,09	0,4879633	0,001533333
0,1	0,4911423	0,0017
0,11	0,4752477	0,001866667
0,12	0,4529953	0,002033333
0,13	0,445048	0,0022
0,14	0,4641215	0,002366667
0,15	0,5070369	0,002533333
0,16	0,5451838	0,0027
0,17	0,5642573	0,002833333
0,18	0,5642573	0,003
0,19	0,5435944	0,003166667
0,2	0,521342	0,003366667
0,21	0,5324681	0,0035
0,22	0,5896886	0,003666667
0,23	0,6786982	0,003866667
0,24	0,7899602	0,004033333
0,25	0,9044011	0,0042
0,26	1,026789	0,004366667
0,27	1,152357	0,004533333
0,28	1,276334	0,0047
0,29	1,40667	0,004866667
0,3	1,546542	0,005033333
0,31	1,681646	0,0052
0,32	1,81516	0,005366667
0,33	1,950264	0,005533333
0,34	2,083778	0,0057
0,35	2,206167	0,005866667
0,36	2,325376	0,006033333
0,37	2,442996	0,0062
0,38	2,554258	0,006366667
0,39	2,668699	0,006533334
0,4	2,787908	0,0067
0,41	2,916654	0,006866667
0,42	3,054937	0,007033333
0,43	3,215472	0,0072
0,44	3,383954	0,007366667
0,45	3,538132	0,007533333
0,46	3,657341	0,0077
0,47	3,744761	0,007866667
0,48	3,832181	0,008033333
0,49	3,948212	0,0082
0,5	4,09762	0,008366667
0,51	4,267693	0,008533333
0,52	4,437765	0,0087
0,53	4,590353	0,008866667
0,54	4,709562	0,009033334
0,55	4,811287	0,0092
0,56	4,916191	0,009366667
0,57	5,033811	0,009533334
0,58	5,164146	0,0097
0,59	5,308787	0,009866667
0,6	5,455017	0,01003333
0,61	5,590121	0,0102
0,62	5,718867	0,01036667
0,63	5,842844	0,01053333
0,64	5,971591	0,0107
0,65	6,095568	0,01086667
0,66	6,221136	0,01103333
0,67	6,35465	0,0112
0,68	6,489754	0,01136667
0,69	6,626447	0,01153333
0,7	6,76473	0,0117
0,71	6,912549	0,01186667
0,72	7,061958	0,01203333
0,73	7,200241	0,0122
0,74	7,325808	0,01236667
0,75	7,445017	0,01256667
0,76	7,564227	0,0127
0,77	7,697741	0,01286667
0,78	7,84715	0,01303333
0,79	8,009274	0,0132
0,8	8,161862	0,01336667
0,81	8,306503	0,01353333
0,82	8,436839	0,0137
0,83	8,562406	0,01386667
0,84	8,686383	0,01403333
0,85	8,826256	0,0142
0,86	8,98838	0,01436667
0,87	9,16322	0,01453333
0,88	9,323756	0,0147
0,89	9,463628	0,01486667
0,9	9,586017	0,01503333
0,91	9,703636	0,0152
0,92	9,829204	0,01536667
0,93	9,970665	0,01553333
0,94	10,12802	0,0157
0,95	10,27902	0,01586667
0,96	10,42684	0,01603333
0,97	10,57625	0,0162
0,98	10,72884	0,01636667
0,99	10,87983	0,01653333
1	11,02448	0,0167
1,01	11,16276	0,01686667
1,02	11,30422	0,01703333
1,03	11,44886	0,0172
1,04	11,59032	0,01736667
1,05	11,72543	0,01753333
1,06	11,86212	0,0177
1,07	12,00517	0,01786667
1,08	12,15776	0,01803333
1,09	12,30717	0,0182
1,1	12,45181	0,01836667
1,11	12,59009	0,01853333
1,12	12,72837	0,0187
1,13	12,86983	0,01886667
1,14	13,01924	0,01903333
1,15	13,16706	0,0192
1,16	13,30535	0,01936667
1,17	13,44045	0,01953333
1,18	13,57714	0,0197
1,19	13,72655	0,01986667
1,2	13,88232	0,02003333
1,21	14,03173	0,0202
1,22	14,17001	0,02036667
1,23	14,30511	0,02053333
1,24	14,45293	0,0207
1,25	14,61029	0,02086667
1,26	14,76447	0,02103333
1,27	14,90434	0,0212
1,28	15,03944	0,02136667
1,29	15,18408	0,02153333
1,3	15,33826	0,0217
1,31	15,49085	0,0219
1,32	15,62913	0,02203333
1,33	15,76265	0,0222
1,34	15,89775	0,02236667
1,35	16,04557	0,02253333
1,36	16,19816	0,0227
1,37	16,34757	0,02286667
1,38	16,49857	0,02303333
1,39	16,65115	0,0232
1,4	16,80692	0,02336667
1,41	16,95792	0,02353333
1,42	17,11051	0,0237
1,43	17,25833	0,02386667
1,44	17,39979	0,02403333
1,45	17,52695	0,0242
1,46	17,64615	0,02436667
1,47	17,77967	0,02453333
1,48	17,93226	0,0247
1,49	18,09438	0,02486667
1,5	18,24697	0,02503333
1,51	18,39638	0,0252
1,52	18,55215	0,02536667
1,53	18,70155	0,02553333
1,54	18,8446	0,0257
1,55	18,99242	0,0259
1,56	19,14183	0,02603333
1,57	19,28012	0,02623333
1,58	19,41522	0,02636667
1,59	19,55509	0,02656667
1,6	19,70132	0,0267
1,61	19,84755	0,02686667
1,62	19,99219	0,02703333
1,63	20,13683	0,0272
1,64	20,28783	0,02736667
1,65	20,4579	0,02753333
1,66	20,62003	0,0277
1,67	20,75831	0,02786667
1,68	20,88388	0,02803333
1,69	21,01739	0,0282
1,7	21,16362	0,02836667
1,71	21,31939	0,02853333
1,72	21,4688	0,0287
1,73	21,6198	0,02886667
1,74	21,7708	0,02903333
1,75	21,92179	0,0292
1,76	22,06643	0,02936667
1,77	22,21266	0,02953333
1,78	22,36048	0,0297
1,79	22,50989	0,02986667
1,8	22,65135	0,03003333
1,81	22,78169	0,0302
1,82	22,91203	0,03036667
1,83	23,05031	0,03053333
1,84	23,2029	0,0307
1,85	23,36502	0,03086667
1,86	23,52873	0,03103333
1,87	23,68132	0,0312
1,88	23,8053	0,03136667
1,89	23,91815	0,03153333
1,9	24,04531	0,0317
1,91	24,20902	0,03186667
1,92	24,38545	0,03203334
1,93	24,54281	0,0322
1,94	24,68745	0,03236667
1,95	24,83368	0,03253333
1,96	24,97832	0,0327
1,97	25,1166	0,03286667
1,98	25,25012	0,03303333
1,99	25,38522	0,0332
2	25,53145	0,03336667
2,01	25,68722	0,03353333
2,02	25,84139	0,0337
2,03	25,99398	0,03386667
2,04	26,1418	0,03403333
2,05	26,28168	0,0342
2,06	26,42155	0,03436667
2,07	26,56301	0,03453333
2,08	26,71401	0,0347
2,09	26,86977	0,03486667
2,1	27,016	0,03503333
2,11	27,15429	0,0352
2,12	27,29098	0,03536667
2,13	27,42132	0,03553334
2,14	27,5596	0,0357
2,15	27,71219	0,03586667
2,16	27,87749	0,03603333
2,17	28,05551	0,0362
2,18	28,22558	0,03636667
2,19	28,3734	0,03656667
2,2	28,50374	0,0367
2,21	28,63725	0,03686667
2,22	28,78825	0,03703333
2,23	28,94878	0,0372
2,24	29,09819	0,03736667
2,25	29,23647	0,03753334
2,26	29,37635	0,0377
2,27	29,50827	0,03786667
2,28	29,63702	0,03803333
2,29	29,77212	0,03823333
2,3	29,91994	0,03836667
2,31	30,08048	0,03853333
2,32	30,24101	0,0387
2,33	30,39519	0,03886667
2,34	30,5446	0,03903333
2,35	30,69401	0,0392
2,36	30,84978	0,03936667
2,37	31,00713	0,03953333
2,38	31,16131	0,0397
2,39	31,30913	0,03986667
2,4	31,46013	0,04003333
2,41	31,62066	0,0402
2,42	31,78438	0,04036667
2,43	31,93696	0,04053333
2,44	32,08001	0,0407
2,45	32,21989	0,04086667
2,46	32,36294	0,04103334
2,47	32,51553	0,0412
2,48	32,66494	0,04136667
2,49	32,8064	0,04153333
2,5	32,93673	0,04173333
2,51	33,05912	0,04186667
2,52	33,18469	0,04203333
2,53	33,32297	0,0422
2,54	33,47238	0,04236667
2,55	33,62179	0,04256667
2,56	33,75848	0,0427
2,57	33,89041	0,04286667
2,58	34,03981	0,04303334
2,59	34,20353	0,0432
2,6	34,36089	0,04336667
2,61	34,50871	0,04353333
2,62	34,64858	0,0437
2,63	34,7964	0,04386667
2,64	34,95693	0,04403333
2,65	35,14449	0,0442
2,66	35,34794	0,04436667
2,67	35,53073	0,04453333
2,68	35,67696	0,0447
2,69	35,80252	0,04486667
2,7	35,93286	0,04503334
2,71	36,07432	0,04523334
2,72	36,20942	0,04536667
2,73	36,32863	0,04553333
2,74	36,4542	0,0457
2,75	36,60679	0,04586667
2,76	36,77527	0,04603333
2,77	36,92945	0,0462
2,78	37,05025	0,04636667
2,79	37,15515	0,04653334
2,8	37,27595	0,0467
2,81	37,42695	0,04686667
2,82	37,61451	0,04703333
2,83	37,80842	0,0472
2,84	37,97054	0,04736667
2,85	38,09611	0,04753333
2,86	38,2185	0,0477
2,87	38,37109	0,04786667
2,88	38,54116	0,04803333
2,89	38,69374	0,0482
2,9	38,83044	0,04836667
2,91	38,96872	0,04853334
2,92	39,12926	0,0487
2,93	39,31363	0,04886667
2,94	39,50914	0,04903333
2,95	39,68875	0,0492
2,96	39,83021	0,04936667
2,97	39,94783	0,04953333
2,98	40,07975	0,0497
2,99	40,25142	0,0499
3	40,4342	0,05003333
3,01	40,59474	0,0502
3,02	40,71872	0,05036667
3,03	40,83633	0,05053334
3,04	40,96667	0,0507
3,05	41,12085	0,05086667
3,06	41,27185	0,05103333
3,07	41,38787	0,0512
3,08	41,47212	0,05136667
