Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
6-7.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	6-7.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00187	0,00187

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,02066294	3,333333E-05
0,01	-0,04132589	0,0001666667
0,02	-0,01748403	0,0003666667
0,03	0,09695689	0,0005666667
0,04	0,2384186	0,0007333333
0,05	0,3385544	0,0009
0,06	0,3989538	0,001066667
0,07	0,4673004	0,001233333
0,08	0,5833308	0,0014
0,09	0,7406871	0,001566667
0,1	0,8996328	0,001766667
0,11	1,029968	0,0019
0,12	1,14282	0,002066667
0,13	1,274745	0,002233333
0,14	1,432101	0,0024
0,15	1,597404	0,002566667
0,16	1,738866	0,002733333
0,17	1,834234	0,002933333
0,18	1,896222	0,0031
0,19	1,972516	0,003233333
0,2	2,090136	0,0034
0,21	2,233187	0,003566667
0,22	2,381007	0,003733333
0,23	2,503395	0,0039
0,24	2,625783	0,004066667
0,25	2,779961	0,004233333
0,26	2,981822	0,0044
0,27	3,185272	0,004566667
0,28	3,347397	0,004733333
0,29	3,461838	0,0049
0,3	3,57151	0,005066667
0,31	3,712972	0,005233333
0,32	3,89417	0,0054
0,33	4,092852	0,005566667
0,34	4,277229	0,005733334
0,35	4,437765	0,0059
0,36	4,585584	0,0061
0,37	4,731814	0,006233334
0,38	4,870097	0,0064
0,39	5,000432	0,006566667
0,4	5,114873	0,006766667
0,41	5,224546	0,0069
0,42	5,340576	0,007066667
0,43	5,47727	0,007233333
0,44	5,626678	0,0074
0,45	5,772909	0,007566667
0,46	5,895297	0,007733333
0,47	5,982717	0,007900001
0,48	6,055832	0,0081
0,49	6,143252	0,008233333
0,5	6,262461	0,008433334
0,51	6,415049	0,008566666
0,52	6,580353	0,008733333
0,53	6,759962	0,0089
0,54	6,944338	0,009066666
0,55	7,120768	0,009233333
0,56	7,292429	0,0094
0,57	7,452965	0,009566667
0,58	7,597605	0,009766667
0,59	7,721583	0,0099
0,6	7,850329	0,01006667
0,61	7,996559	0,01026667
0,62	8,161862	0,0104
0,63	8,338292	0,01056667
0,64	8,506775	0,01073333
0,65	8,657773	0,01093333
0,66	8,781751	0,0111
0,67	8,893013	0,01123333
0,68	9,002686	0,01143333
0,69	9,10759	0,01156667
0,7	9,217262	0,01176667
0,71	9,325345	0,0119
0,72	9,442966	0,01206667
0,73	9,578069	0,01226667
0,74	9,733836	0,0124
0,75	9,886424	0,01256667
0,76	10,02153	0,01273333
0,77	10,14392	0,01293333
0,78	10,25836	0,01306667
0,79	10,36962	0,01323333
0,8	10,48883	0,01343333
0,81	10,6446	0,01356667
0,82	10,82579	0,01373333
0,83	11,01971	0,0139
0,84	11,2009	0,0141
0,85	11,3678	0,01426667
0,86	11,52674	0,0144
0,87	11,69046	0,01456667
0,88	11,85099	0,01473333
0,89	12,00835	0,0149
0,9	12,16571	0,01506667
0,91	12,31511	0,01523333
0,92	12,4375	0,0154
0,93	12,53605	0,01556667
0,94	12,64731	0,01573333
0,95	12,78877	0,0159
0,96	12,94613	0,0161
0,97	13,07646	0,01626667
0,98	13,17183	0,0164
0,99	13,25607	0,01656667
1	13,35939	0,01673333
1,01	13,48972	0,01693333
1,02	13,63436	0,0171
1,03	13,76788	0,01723333
1,04	13,89821	0,01743333
1,05	14,03173	0,01756667
1,06	14,17319	0,01773333
1,07	14,31942	0,0179
1,08	14,47201	0,01806667
1,09	14,62619	0,01823333
1,1	14,78195	0,01843333
1,11	14,9409	0,01856667
1,12	15,11256	0,01873333
1,13	15,2874	0,0189
1,14	15,44476	0,0191
1,15	15,58304	0,01923333
1,16	15,71973	0,0194
1,17	15,85801	0,01956667
1,18	15,99312	0,01973333
1,19	16,12663	0,01993333
1,2	16,26015	0,02006667
1,21	16,39525	0,02026667
1,22	16,53194	0,0204
1,23	16,66705	0,02056667
1,24	16,80692	0,02073333
1,25	16,92931	0,0209
1,26	17,02944	0,0211
1,27	17,12163	0,02126667
1,28	17,22813	0,0214
1,29	17,35528	0,0216
1,3	17,5031	0,02176667
1,31	17,66523	0,0219
1,32	17,83053	0,0221
1,33	17,99107	0,02223333
1,34	18,13253	0,02243333
1,35	18,26127	0,02256667
1,36	18,3932	0,02273333
1,37	18,55215	0,0229
1,38	18,7254	0,02306667
1,39	18,90977	0,02323333
1,4	19,08143	0,02343333
1,41	19,21177	0,0236
1,42	19,31826	0,02373333
1,43	19,44383	0,0239
1,44	19,60278	0,0241
1,45	19,7506	0,02426667
1,46	19,84596	0,02443333
1,47	19,90795	0,02456667
1,48	19,99219	0,02473333
1,49	20,1416	0,0249
1,5	20,34346	0,0251
1,51	20,53102	0,02523333
1,52	20,655	0,02543333
1,53	20,73129	0,02556667
1,54	20,82189	0,02576667
1,55	20,96017	0,0259
1,56	21,11435	0,02606667
1,57	21,25422	0,02623333
1,58	21,3782	0,0264
1,59	21,51966	0,0266
1,6	21,67543	0,02676667
1,61	21,82643	0,02693333
1,62	21,97425	0,02706667
1,63	22,12048	0,02726667
1,64	22,26988	0,0274
1,65	22,42565	0,02756667
1,66	22,58619	0,02773333
1,67	22,73718	0,0279
1,68	22,86752	0,02806667
1,69	22,98514	0,02823333
1,7	23,09958	0,0284
1,71	23,22992	0,02856667
1,72	23,37456	0,02876667
1,73	23,51443	0,0289
1,74	23,64	0,0291
1,75	23,74331	0,02923333
1,76	23,84345	0,0294
1,77	23,96425	0,02956667
1,78	24,1073	0,02976667
1,79	24,25194	0,0299
1,8	24,3775	0,03006667
1,81	24,49989	0,03023333
1,82	24,63023	0,0304
1,83	24,77964	0,03056667
1,84	24,93382	0,03073333
1,85	25,09435	0,0309
1,86	25,25171	0,03106667
1,87	25,39635	0,03123333
1,88	25,52191	0,03143333
1,89	25,64112	0,0316
1,9	25,77464	0,03176667
1,91	25,92405	0,0319
1,92	26,08617	0,0321
1,93	26,25465	0,03226667
1,94	26,41519	0,0324
1,95	26,55983	0,03256667
1,96	26,69493	0,03273333
1,97	26,82845	0,03293333
1,98	26,96196	0,0331
1,99	27,09548	0,03323333
2	27,23694	0,03343333
2,01	27,38317	0,03356667
2,02	27,52463	0,03376667
2,03	27,65497	0,0339
2,04	27,76941	0,03406667
2,05	27,8759	0,03426667
2,06	27,98716	0,0344
2,07	28,12068	0,03456667
2,08	28,28916	0,03473333
2,09	28,46718	0,0349
2,1	28,62295	0,0351
2,11	28,7501	0,03523333
2,12	28,87885	0,0354
2,13	29,02826	0,03556667
2,14	29,18879	0,03573333
2,15	29,33979	0,0359
2,16	29,47172	0,03606667
2,17	29,57662	0,03623333
2,18	29,66881	0,03643334
2,19	29,78166	0,0366
2,2	29,92471	0,03676667
2,21	30,07412	0,0369
2,22	30,2124	0,0371
2,23	30,34592	0,03723333
2,24	30,49374	0,03743333
2,25	30,65268	0,03756667
2,26	30,81163	0,03773334
2,27	30,95309	0,0379
2,28	31,08025	0,0381
2,29	31,20263	0,03823333
2,3	31,34886	0,0384
2,31	31,52052	0,03856667
2,32	31,67788	0,03876667
2,33	31,80663	0,0389
2,34	31,92902	0,03906667
2,35	32,0975	0,03923333
2,36	32,30413	0,03943333
2,37	32,48215	0,03956667
2,38	32,57751	0,03976667
2,39	32,61566	0,0399
2,4	32,6697	0,0401
2,41	32,79527	0,04023333
2,42	32,986	0,04043333
2,43	33,18628	0,04056667
2,44	33,35476	0,04073333
2,45	33,48033	0,0409
2,46	33,61384	0,04106667
2,47	33,78232	0,04123333
2,48	33,9667	0,0414
2,49	34,11929	0,04156667
2,5	34,23373	0,04176667
2,51	34,34181	0,0419
2,52	34,47056	0,04206667
2,53	34,61997	0,04223333
2,54	34,76937	0,04243333
2,55	34,90766	0,04256667
2,56	35,04117	0,04273333
2,57	35,18264	0,04293333
2,58	35,33204	0,0431
2,59	35,47351	0,04323334
2,6	35,59272	0,04343333
2,61	35,70874	0,04356667
2,62	35,84226	0,04373333
2,63	35,99485	0,0439
2,64	36,16015	0,04406667
2,65	36,33817	0,04423333
2,66	36,50029	0,0444
2,67	36,63063	0,04456667
2,68	36,73236	0,04473333
2,69	36,83408	0,0449
2,7	36,95488	0,0451
2,71	37,08204	0,04523334
2,72	37,2076	0,04543334
2,73	37,32999	0,04556667
2,74	37,46827	0,04576667
2,75	37,62881	0,0459
2,76	37,79729	0,04606667
2,77	37,94988	0,04623333
2,78	38,08181	0,04643333
2,79	38,21373	0,04656667
2,8	38,35996	0,04673333
2,81	38,51731	0,0469
2,82	38,66673	0,04706667
2,83	38,78593	0,04726667
2,84	38,90673	0,0474
2,85	39,04979	0,0476
2,86	39,22145	0,04776667
2,87	39,38516	0,0479
2,88	39,51232	0,04806667
2,89	39,61881	0,04826667
2,9	39,71894	0,0484
2,91	39,83657	0,04856667
2,92	39,96849	0,04873333
2,93	40,11631	0,04893333
2,94	40,26572	0,04906667
2,95	40,41195	0,04923333
2,96	40,56136	0,04943334
2,97	40,71077	0,04956667
2,98	40,86654	0,04973333
2,99	41,01594	0,0499
3	41,14946	0,0501
3,01	41,27343	0,05026667
3,02	41,40218	0,05043333
3,03	41,54364	0,05056667
3,04	41,6867	0,05073334
3,05	41,8361	0,0509
3,06	41,99664	0,05106667
3,07	42,15717	0,05123333
3,08	42,30182	0,05143333
3,09	42,42897	0,05156667
