Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
7-3.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	7-3.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00510	0,00510

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,2717972	3,333333E-05
0,01	0,260671	0,0001
0,02	0,2495448	0,0002333333
0,03	0,2415975	0,0005
0,04	0,2352397	0,0006666667
0,05	0,2495448	0,0008333334
0,06	0,2733866	0,001033333
0,07	0,2845128	0,0012
0,08	0,2733866	0,001366667
0,09	0,2622604	0,0015
0,1	0,2717972	0,0017
0,11	0,2813339	0,001866667
0,12	0,2765656	0,002033333
0,13	0,2543131	0,0022
0,14	0,222524	0,002333333
0,15	0,1891454	0,002533333
0,16	0,1811981	0,0027
0,17	0,2082189	0,002833333
0,18	0,2463659	0,003033333
0,19	0,2717972	0,003166667
0,2	0,2845128	0,003366667
0,21	0,3004074	0,0035
0,22	0,3083547	0,003666667
0,23	0,298818	0,003833333
0,24	0,3035863	0,004
0,25	0,3608068	0,004166667
0,26	0,4688899	0,004366667
0,27	0,6024043	0,004533333
0,28	0,7311503	0,0047
0,29	0,8471807	0,004866667
0,3	0,9536743	0,005033333
0,31	1,061757	0,0052
0,32	1,180967	0,005366667
0,33	1,314481	0,005533333
0,34	1,443227	0,0057
0,35	1,562436	0,005866667
0,36	1,684825	0,006033333
0,37	1,819929	0,0062
0,38	1,964569	0,006366667
0,39	2,10921	0,006533334
0,4	2,241135	0,0067
0,41	2,37306	0,006833334
0,42	2,524058	0,007033333
0,43	2,698898	0,007166667
0,44	2,861023	0,007366667
0,45	2,994537	0,007533333
0,46	3,112157	0,0077
0,47	3,244082	0,007866667
0,48	3,407796	0,008033333
0,49	3,587405	0,0082
0,5	3,751119	0,008366667
0,51	3,878276	0,008533333
0,52	3,978411	0,0087
0,53	4,076958	0,008866667
0,54	4,212061	0,009000001
0,55	4,398028	0,0092
0,56	4,585584	0,009366667
0,57	4,723867	0,0095
0,58	4,835129	0,009666666
0,59	4,968643	0,009866667
0,6	5,130768	0,01003333
0,61	5,294482	0,0102
0,62	5,435944	0,01036667
0,63	5,551974	0,01053333
0,64	5,658468	0,0107
0,65	5,777677	0,01086667
0,66	5,930265	0,01103333
0,67	6,105105	0,0112
0,68	6,256104	0,01136667
0,69	6,370544	0,01153333
0,7	6,484985	0,0117
0,71	6,629626	0,01186667
0,72	6,802877	0,01203333
0,73	6,96818	0,0122
0,74	7,104874	0,01236667
0,75	7,224083	0,01253333
0,76	7,371902	0,0127
0,77	7,559458	0,01286667
0,78	7,762909	0,01303333
0,79	7,939339	0,0132
0,8	8,069674	0,01336667
0,81	8,179347	0,01353333
0,82	8,300145	0,0137
0,83	8,451144	0,01386667
0,84	8,610089	0,01403333
0,85	8,757909	0,0142
0,86	8,881886	0,01436667
0,87	8,991559	0,01453333
0,88	9,106	0,0147
0,89	9,241104	0,01486667
0,9	9,382565	0,01503333
0,91	9,51608	0,0152
0,92	9,643237	0,01536667
0,93	9,77993	0,0155
0,94	9,915034	0,0157
0,95	10,05173	0,01586667
0,96	10,19478	0,01603333
0,97	10,35372	0,0162
0,98	10,51108	0,01636667
0,99	10,66844	0,01653333
1	10,82897	0,0167
1,01	10,98633	0,01683333
1,02	11,13574	0,01703333
1,03	11,28038	0,0172
1,04	11,43456	0,01736667
1,05	11,60145	0,01753333
1,06	11,76198	0,0177
1,07	11,90503	0,01786667
1,08	12,04173	0,01803333
1,09	12,18001	0,0182
1,1	12,32465	0,01836667
1,11	12,47565	0,01853333
1,12	12,62506	0,0187
1,13	12,76175	0,01886667
1,14	12,88891	0,01903333
1,15	13,01765	0,0192
1,16	13,14958	0,01936667
1,17	13,2974	0,01953333
1,18	13,44045	0,0197
1,19	13,57396	0,01986667
1,2	13,70748	0,02003333
1,21	13,84894	0,02016667
1,22	14,00312	0,02036667
1,23	14,17319	0,02053333
1,24	14,35439	0,0207
1,25	14,52287	0,02083333
1,26	14,65162	0,02103333
1,27	14,74063	0,0212
1,28	14,85666	0,02136667
1,29	15,03468	0,02153333
1,3	15,23177	0,02166667
1,31	15,39866	0,02186667
1,32	15,51469	0,02203333
1,33	15,60688	0,0222
1,34	15,7245	0,02236667
1,35	15,89298	0,02253333
1,36	16,08054	0,0227
1,37	16,22677	0,02283333
1,38	16,31101	0,02303333
1,39	16,39048	0,0232
1,4	16,524	0,02336667
1,41	16,70837	0,02353333
1,42	16,89275	0,0237
1,43	17,04057	0,02386667
1,44	17,16455	0,02403333
1,45	17,30601	0,0242
1,46	17,49198	0,02436667
1,47	17,68748	0,02453333
1,48	17,84801	0,0247
1,49	17,95292	0,02486667
1,5	18,04352	0,02503333
1,51	18,17068	0,0252
1,52	18,34711	0,02536667
1,53	18,53466	0,02553333
1,54	18,69361	0,0257
1,55	18,81599	0,02586667
1,56	18,93202	0,02603333
1,57	19,07825	0,0262
1,58	19,24992	0,02636667
1,59	19,42158	0,02653333
1,6	19,56622	0,0267
1,61	19,68225	0,02686667
1,62	19,79987	0,02703333
1,63	19,93179	0,0272
1,64	20,08756	0,02736667
1,65	20,25286	0,02753333
1,66	20,40545	0,0277
1,67	20,53579	0,02786667
1,68	20,66135	0,02803333
1,69	20,80282	0,0282
1,7	20,96017	0,02836667
1,71	21,12389	0,02853333
1,72	21,27012	0,0287
1,73	21,40363	0,02886667
1,74	21,53555	0,02903333
1,75	21,68814	0,0292
1,76	21,85186	0,02936667
1,77	22,00603	0,02953333
1,78	22,13955	0,0297
1,79	22,25717	0,02986667
1,8	22,38909	0,03003333
1,81	22,55758	0,0302
1,82	22,73718	0,03036667
1,83	22,89295	0,03053333
1,84	23,00898	0,0307
1,85	23,12342	0,03086667
1,86	23,26488	0,03103333
1,87	23,44767	0,0312
1,88	23,63205	0,03136667
1,89	23,78941	0,03153333
1,9	23,91497	0,0317
1,91	24,031	0,03186667
1,92	24,1677	0,03203334
1,93	24,32505	0,0322
1,94	24,48241	0,03236667
1,95	24,63023	0,03253333
1,96	24,77646	0,0327
1,97	24,92269	0,03283333
1,98	25,06415	0,03303333
1,99	25,19766	0,0332
2	25,33595	0,03336667
2,01	25,48059	0,03353333
2,02	25,62523	0,0337
2,03	25,77146	0,03386667
2,04	25,9161	0,03403333
2,05	26,06233	0,0342
2,06	26,20856	0,03436667
2,07	26,35797	0,03453333
2,08	26,50261	0,0347
2,09	26,64884	0,03486667
2,1	26,80937	0,03503333
2,11	26,97786	0,0352
2,12	27,13362	0,03536667
2,13	27,27191	0,0355
2,14	27,40542	0,0357
2,15	27,53893	0,03586667
2,16	27,67086	0,03603333
2,17	27,80755	0,0362
2,18	27,94266	0,03636667
2,19	28,07299	0,03653333
2,2	28,20492	0,0367
2,21	28,33525	0,03686667
2,22	28,48466	0,03703333
2,23	28,6452	0,03716667
2,24	28,8105	0,03736667
2,25	28,96786	0,03753334
2,26	29,1125	0,0377
2,27	29,25078	0,03786667
2,28	29,38747	0,03803333
2,29	29,52735	0,0382
2,3	29,67517	0,03836667
2,31	29,82775	0,03853333
2,32	29,97875	0,0387
2,33	30,12021	0,03886667
2,34	30,26803	0,03903333
2,35	30,41903	0,0392
2,36	30,57798	0,03936667
2,37	30,73533	0,03953333
2,38	30,88792	0,0397
2,39	31,03733	0,03986667
2,4	31,18356	0,04003333
2,41	31,32502	0,0402
2,42	31,45218	0,04036667
2,43	31,57457	0,04053333
2,44	31,70331	0,0407
2,45	31,84636	0,04086667
2,46	32,00372	0,04103334
2,47	32,16743	0,0412
2,48	32,31208	0,04136667
2,49	32,44241	0,04153333
2,5	32,58069	0,0417
2,51	32,73328	0,04186667
2,52	32,89382	0,04203333
2,53	33,04799	0,0422
2,54	33,20058	0,04236667
2,55	33,35317	0,04253333
2,56	33,51052	0,0427
2,57	33,6647	0,04286667
2,58	33,81411	0,04303334
2,59	33,95398	0,0432
2,6	34,09545	0,04336667
2,61	34,24644	0,04353333
2,62	34,40221	0,0437
2,63	34,54844	0,04386667
2,64	34,69308	0,04403333
2,65	34,83136	0,0442
2,66	34,96965	0,04436667
2,67	35,10634	0,04453333
2,68	35,24463	0,0447
2,69	35,39721	0,04486667
2,7	35,56252	0,04503334
2,71	35,72782	0,0452
2,72	35,88359	0,04536667
2,73	36,02822	0,04553333
2,74	36,17764	0,0457
2,75	36,33499	0,04586667
2,76	36,49553	0,04603333
2,77	36,64653	0,0462
2,78	36,79116	0,04636667
2,79	36,92468	0,04653334
2,8	37,05184	0,0467
2,81	37,1933	0,04686667
2,82	37,35701	0,04703333
2,83	37,52232	0,0472
2,84	37,66378	0,04736667
2,85	37,78617	0,04753333
2,86	37,92286	0,0477
2,87	38,07704	0,04786667
2,88	38,23439	0,04803333
2,89	38,37903	0,0482
2,9	38,51255	0,04836667
2,91	38,63971	0,04853334
2,92	38,78117	0,0487
2,93	38,9417	0,04883333
2,94	39,11336	0,04903333
2,95	39,27867	0,0492
2,96	39,43284	0,04936667
2,97	39,58861	0,0495
2,98	39,75232	0,0497
2,99	39,90968	0,04986667
3	40,04478	0,05003333
3,01	40,17353	0,0502
3,02	40,30864	0,05036667
3,03	40,4501	0,05053334
3,04	40,59632	0,0507
3,05	40,74574	0,05086667
3,06	40,89673	0,05103333
3,07	41,05091	0,0512
3,08	41,20509	0,05136667
