Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
4-1.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	4-1.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00459	0,00459

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,2733866	0
0,01	0,3004074	0,0001
0,02	0,3178914	0,000233333
0,03	0,3178914	0,000466667
0,04	0,3147125	0,000666667
0,05	0,3115336	0,000833333
0,06	0,3083547	0,001
0,07	0,3083547	0,001166667
0,08	0,3178914	0,001333333
0,09	0,3194809	0,001533333
0,1	0,3147125	0,0017
0,11	0,3147125	0,001833333
0,12	0,3226598	0,002
0,13	0,3194809	0,0022
0,14	0,3004074	0,002366667
0,15	0,2892812	0,0025
0,16	0,3067652	0,002666667
0,17	0,3306071	0,002833333
0,18	0,3369649	0,003033333
0,19	0,3306071	0,003166667
0,2	0,3258387	0,003333333
0,21	0,3258387	0,0035
0,22	0,333786	0,003666667
0,23	0,3465017	0,003833333
0,24	0,3608068	0,004
0,25	0,3735224	0,004166667
0,26	0,4037221	0,004333334
0,27	0,4609426	0,0045
0,28	0,5531311	0,004666667
0,29	0,6564458	0,004833333
0,3	0,7486343	0,005033333
0,31	0,8233388	0,005166667
0,32	0,8964539	0,005333333
0,33	0,9806951	0,005533333
0,34	1,072884	0,0057
0,35	1,165072	0,005833333
0,36	1,26044	0,006033333
0,37	1,355807	0,0062
0,38	1,451174	0,006366667
0,39	1,543363	0,0065
0,4	1,619657	0,0067
0,41	1,681646	0,006833334
0,42	1,746813	0,007033333
0,43	1,819929	0,0072
0,44	1,90417	0,007366667
0,45	1,994769	0,007533333
0,46	2,090136	0,0077
0,47	2,190272	0,007833334
0,48	2,287229	0,008033333
0,49	2,369881	0,0082
0,5	2,442996	0,008366667
0,51	2,516111	0,0085
0,52	2,600352	0,0087
0,53	2,681414	0,008866667
0,54	2,757708	0,009000001
0,55	2,84036	0,0092
0,56	2,934138	0,009366667
0,57	3,048579	0,0095
0,58	3,155072	0,0097
0,59	3,242493	0,009866667
0,6	3,326734	0,01
0,61	3,418922	0,01016667
0,62	3,522237	0,01036667
0,63	3,617604	0,0105
0,64	3,703435	0,0107
0,65	3,787677	0,01086667
0,66	3,863971	0,011
0,67	3,946622	0,0112
0,68	4,0404	0,01136667
0,69	4,153252	0,0115
0,7	4,24703	0,0117
0,71	4,321734	0,01186667
0,72	4,394849	0,01203333
0,73	4,487038	0,0122
0,74	4,582405	0,01236667
0,75	4,663467	0,0125
0,76	4,74453	0,0127
0,77	4,835129	0,01286667
0,78	4,924139	0,013
0,79	5,008379	0,01316667
0,8	5,100568	0,01336667
0,81	5,202293	0,01353333
0,82	5,291303	0,0137
0,83	5,364418	0,01386667
0,84	5,44707	0,014
0,85	5,536079	0,01416667
0,86	5,623499	0,01436667
0,87	5,701383	0,01453333
0,88	5,791982	0,0147
0,89	5,906423	0,01483333
0,9	6,006559	0,015
0,91	6,084442	0,0152
0,92	6,168684	0,01533333
0,93	6,275177	0,0155
0,94	6,394386	0,0157
0,95	6,508827	0,01583333
0,96	6,607374	0,016
0,97	6,683668	0,01616667
0,98	6,742477	0,01636667
0,99	6,806056	0,01653333
1	6,898244	0,0167
1,01	7,014275	0,01683333
1,02	7,120768	0,01703333
1,03	7,193883	0,01716667
1,04	7,255872	0,01736667
1,05	7,332166	0,01753333
1,06	7,419586	0,0177
1,07	7,503828	0,01786667
1,08	7,588068	0,018
1,09	7,686615	0,01816667
1,1	7,786751	0,01836667
1,11	7,870992	0,0185
1,12	7,955233	0,0187
1,13	8,061727	0,01886667
1,14	8,180936	0,01903333
1,15	8,281072	0,01916667
1,16	8,362134	0,01936667
1,17	8,449554	0,0195
1,18	8,5481	0,0197
1,19	8,645058	0,01986667
1,2	8,735657	0,02003333
1,21	8,81354	0,0202
1,22	8,889834	0,02036667
1,23	8,969307	0,0205
1,24	9,053548	0,02066667
1,25	9,145737	0,02086667
1,26	9,245872	0,02103333
1,27	9,34124	0,02116667
1,28	9,422302	0,02136667
1,29	9,501775	0,0215
1,3	9,593964	0,0217
1,31	9,697278	0,02186667
1,32	9,797414	0,02203333
1,33	9,889603	0,0222
1,34	9,98338	0,02236667
1,35	10,06921	0,0225
1,36	10,16299	0,0227
1,37	10,25995	0,02286667
1,38	10,35849	0,02303333
1,39	10,43638	0,0232
1,4	10,50154	0,02336667
1,41	10,57784	0,02353333
1,42	10,68115	0,02366667
1,43	10,79877	0,02383333
1,44	10,91003	0,02403333
1,45	11,0054	0,0242
1,46	11,08964	0,02436667
1,47	11,17388	0,0245
1,48	11,26925	0,0247
1,49	11,37733	0,02483333
1,5	11,48065	0,02503333
1,51	11,55376	0,0252
1,52	11,59986	0,02536667
1,53	11,6539	0,0255
1,54	11,74609	0,0257
1,55	11,86371	0,02586667
1,56	11,97497	0,02603333
1,57	12,06557	0,02616667
1,58	12,14663	0,02636667
1,59	12,23405	0,02653333
1,6	12,32783	0,0267
1,61	12,4375	0,02683333
1,62	12,55353	0,02703333
1,63	12,66797	0,0272
1,64	12,75539	0,02736667
1,65	12,82374	0,0275
1,66	12,89368	0,0277
1,67	12,97474	0,02783333
1,68	13,07011	0,028
1,69	13,16865	0,0282
1,7	13,26402	0,02836667
1,71	13,35303	0,0285
1,72	13,44045	0,02866667
1,73	13,52787	0,02886667
1,74	13,61688	0,02903333
1,75	13,70589	0,02916667
1,76	13,78854	0,02933333
1,77	13,86166	0,02953333
1,78	13,93	0,02966667
1,79	14,01107	0,02983333
1,8	14,10643	0,03003333
1,81	14,21452	0,03016667
1,82	14,31783	0,03036667
1,83	14,40207	0,03053333
1,84	14,48154	0,0307
1,85	14,56896	0,03083333
1,86	14,6691	0,03103333
1,87	14,76606	0,03116667
1,88	14,85348	0,03136667
1,89	14,9409	0,03153333
1,9	15,04898	0,0317
1,91	15,17455	0,03186667
1,92	15,28581	0,03203334
1,93	15,3621	0,03216667
1,94	15,41932	0,03236667
1,95	15,48131	0,0325
1,96	15,56555	0,0327
1,97	15,66887	0,03286667
1,98	15,78013	0,03303333
1,99	15,88345	0,03316667
2	15,97404	0,03333334
2,01	16,05829	0,03353333
2,02	16,15047	0,0337
2,03	16,25856	0,03386667
2,04	16,35869	0,03403333
2,05	16,43817	0,0342
2,06	16,51128	0,03436667
2,07	16,59393	0,0345
2,08	16,68771	0,0347
2,09	16,78944	0,03486667
2,1	16,89275	0,03503333
2,11	16,99766	0,03516667
2,12	17,10415	0,03536667
2,13	17,19952	0,03553334
2,14	17,28058	0,0357
2,15	17,368	0,03586667
2,16	17,45701	0,03603333
2,17	17,54761	0,03616667
2,18	17,63185	0,03636667
2,19	17,71927	0,0365
2,2	17,80828	0,03666667
2,21	17,8957	0,03686667
2,22	17,98153	0,03703333
2,23	18,07213	0,03716667
2,24	18,16432	0,03736667
2,25	18,25968	0,03753334
2,26	18,36618	0,0377
2,27	18,47426	0,03783333
2,28	18,56963	0,03803333
2,29	18,63956	0,0382
2,3	18,70314	0,03836667
2,31	18,78103	0,03853333
2,32	18,88434	0,0387
2,33	18,99878	0,03883334
2,34	19,09733	0,03903333
2,35	19,17839	0,0392
2,36	19,25627	0,03936667
2,37	19,35005	0,03953333
2,38	19,45337	0,0397
2,39	19,57575	0,03986667
2,4	19,68861	0,04003333
2,41	19,77285	0,04016667
2,42	19,83325	0,04036667
2,43	19,90954	0,0405
2,44	20,01286	0,0407
2,45	20,1273	0,04086667
2,46	20,22266	0,04103334
2,47	20,29737	0,04116667
2,48	20,38002	0,04136667
2,49	20,48016	0,04153333
2,5	20,58824	0,0417
2,51	20,69155	0,04183333
2,52	20,77421	0,04203333
2,53	20,83619	0,0422
2,54	20,89659	0,04236667
2,55	20,9856	0,0425
2,56	21,10004	0,04266667
2,57	21,21131	0,04286667
2,58	21,29237	0,04303334
2,59	21,36072	0,04316667
2,6	21,4529	0,04336667
2,61	21,57211	0,0435
2,62	21,68973	0,0437
2,63	21,77715	0,04383333
2,64	21,84232	0,04403333
2,65	21,91226	0,0442
2,66	21,9965	0,04433334
2,67	22,09663	0,0445
2,68	22,21107	0,0447
2,69	22,30962	0,04486667
2,7	22,38592	0,045
2,71	22,46221	0,04516667
2,72	22,5544	0,04536667
2,73	22,65771	0,04553333
2,74	22,75308	0,04566667
2,75	22,84527	0,04583333
2,76	22,94222	0,04603333
2,77	23,03441	0,0462
2,78	23,11389	0,04636667
2,79	23,19495	0,0465
2,8	23,30462	0,0467
2,81	23,4286	0,04683333
2,82	23,53827	0,04703333
2,83	23,62569	0,0472
2,84	23,70993	0,04736667
2,85	23,80689	0,04753333
2,86	23,9102	0,04766667
2,87	24,00875	0,04786667
2,88	24,10412	0,04803333
2,89	24,18995	0,0482
2,9	24,2726	0,04833334
2,91	24,35366	0,0485
2,92	24,45062	0,0487
2,93	24,55235	0,04886667
2,94	24,63818	0,049
2,95	24,72242	0,04916667
2,96	24,81779	0,04936667
2,97	24,92746	0,04953333
2,98	25,02283	0,04966667
2,99	25,10389	0,04983333
3	25,18495	0,05003333
3,01	25,27555	0,0502
3,02	25,36456	0,05033333
3,03	25,44562	0,05053334
3,04	25,53304	0,0507
3,05	25,62841	0,05086667
3,06	25,72854	0,05103333
3,07	25,81914	0,05116667
3,08	25,89226	0,05136667
3,09	25,97014	0,05153333
