Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
7-5.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	7-5.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00193	0,00193

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,1573563	3,333333E-05
0,01	0,1621246	0,0001333333
0,02	0,1382828	0,0003666667
0,03	0,1192093	0,0005333333
0,04	0,1382828	0,0007333333
0,05	0,2113978	0,0009
0,06	0,3226598	0,001066667
0,07	0,4307429	0,001233333
0,08	0,5245209	0,0014
0,09	0,6278356	0,001566667
0,1	0,7708867	0,001733333
0,11	0,9648005	0,0019
0,12	1,161893	0,002066667
0,13	1,336733	0,002233333
0,14	1,481374	0,0024
0,15	1,613299	0,002566667
0,16	1,754761	0,002733333
0,17	1,907349	0,0029
0,18	2,059937	0,003066667
0,19	2,206167	0,003233333
0,2	2,344449	0,0034
0,21	2,492269	0,003566667
0,22	2,66393	0,003733333
0,23	2,853076	0,0039
0,24	3,024737	0,004066667
0,25	3,159841	0,004233333
0,26	3,282229	0,0044
0,27	3,422101	0,004566667
0,28	3,57151	0,004733333
0,29	3,712972	0,0049
0,3	3,856023	0,005066667
0,31	4,01338	0,005233333
0,32	4,180273	0,0054
0,33	4,33445	0,005566667
0,34	4,483859	0,005733334
0,35	4,6285	0,0059
0,36	4,763603	0,006066667
0,37	4,892349	0,006233334
0,38	5,033811	0,0064
0,39	5,205472	0,006566667
0,4	5,393028	0,006733333
0,41	5,544027	0,0069
0,42	5,664825	0,007066667
0,43	5,784035	0,007233333
0,44	5,933444	0,0074
0,45	6,101926	0,007566667
0,46	6,26723	0,007733333
0,47	6,424586	0,007900001
0,48	6,577174	0,008066666
0,49	6,737709	0,008233333
0,5	6,901423	0,0084
0,51	7,055601	0,008566666
0,52	7,193883	0,008733333
0,53	7,330576	0,0089
0,54	7,484754	0,009066666
0,55	7,651647	0,009233333
0,56	7,805824	0,0094
0,57	7,93457	0,009566667
0,58	8,056958	0,009733333
0,59	8,188884	0,0099
0,6	8,34465	0,01006667
0,61	8,509953	0,01023333
0,62	8,670489	0,0104
0,63	8,819898	0,01056667
0,64	8,95818	0,01073333
0,65	9,10759	0,0109
0,66	9,266536	0,01106667
0,67	9,435018	0,01123333
0,68	9,592374	0,0114
0,69	9,735425	0,01156667
0,7	9,876887	0,01173333
0,71	10,03583	0,0119
0,72	10,21226	0,01206667
0,73	10,38233	0,01223333
0,74	10,51903	0,0124
0,75	10,64142	0,01256667
0,76	10,7797	0,01273333
0,77	10,94023	0,0129
0,78	11,10395	0,01306667
0,79	11,24541	0,01323333
0,8	11,36939	0,0134
0,81	11,49495	0,01356667
0,82	11,64118	0,01373333
0,83	11,80013	0,0139
0,84	11,94954	0,01406667
0,85	12,08941	0,01423333
0,86	12,23405	0,0144
0,87	12,39141	0,01456667
0,88	12,55512	0,01473333
0,89	12,7093	0,0149
0,9	12,85394	0,01506667
0,91	12,99063	0,01523333
0,92	13,12892	0,0154
0,93	13,27515	0,01556667
0,94	13,43091	0,01573333
0,95	13,58827	0,0159
0,96	13,74086	0,01606667
0,97	13,89821	0,01623333
0,98	14,05557	0,0164
0,99	14,21611	0,01656667
1	14,37028	0,01673333
1,01	14,52287	0,0169
1,02	14,6691	0,01706667
1,03	14,80579	0,01723333
1,04	14,93931	0,0174
1,05	15,08872	0,01756667
1,06	15,26038	0,01773333
1,07	15,43363	0,0179
1,08	15,5894	0,01806667
1,09	15,72132	0,01823333
1,1	15,84212	0,0184
1,11	15,97246	0,01856667
1,12	16,12186	0,01873333
1,13	16,29035	0,0189
1,14	16,4636	0,01906667
1,15	16,62731	0,01923333
1,16	16,76877	0,0194
1,17	16,90388	0,01956667
1,18	17,0517	0,01973333
1,19	17,20905	0,0199
1,2	17,36641	0,02006667
1,21	17,51582	0,02023333
1,22	17,6541	0,0204
1,23	17,79397	0,02056667
1,24	17,9402	0,02073333
1,25	18,10869	0,0209
1,26	18,28512	0,02106667
1,27	18,4536	0,02123333
1,28	18,59983	0,0214
1,29	18,74129	0,02156667
1,3	18,88911	0,02173333
1,31	19,03852	0,0219
1,32	19,17998	0,02206667
1,33	19,31508	0,02223333
1,34	19,45337	0,0224
1,35	19,60119	0,02256667
1,36	19,76172	0,02273333
1,37	19,92385	0,0229
1,38	20,07326	0,02306667
1,39	20,20995	0,02323333
1,4	20,34823	0,0234
1,41	20,49446	0,02356667
1,42	20,65341	0,02373333
1,43	20,80441	0,0239
1,44	20,94428	0,02406667
1,45	21,08256	0,02423333
1,46	21,22402	0,0244
1,47	21,36707	0,02456667
1,48	21,51171	0,02473333
1,49	21,67225	0,0249
1,5	21,85504	0,02506667
1,51	22,03941	0,02523333
1,52	22,2079	0,0254
1,53	22,34936	0,02556667
1,54	22,47969	0,02573333
1,55	22,62433	0,0259
1,56	22,78646	0,02606667
1,57	22,94699	0,02623333
1,58	23,09163	0,0264
1,59	23,22356	0,02656667
1,6	23,3523	0,02673333
1,61	23,49377	0,0269
1,62	23,64635	0,02706667
1,63	23,79259	0,02723333
1,64	23,92769	0,0274
1,65	24,0612	0,02756667
1,66	24,1979	0,02773333
1,67	24,34095	0,0279
1,68	24,50148	0,02806667
1,69	24,66997	0,02823333
1,7	24,83368	0,0284
1,71	24,97832	0,02856667
1,72	25,10866	0,02873333
1,73	25,24694	0,0289
1,74	25,40906	0,02906667
1,75	25,58072	0,02923333
1,76	25,74762	0,0294
1,77	25,89703	0,02956667
1,78	26,0512	0,02973333
1,79	26,22604	0,0299
1,8	26,40406	0,03006667
1,81	26,56301	0,03023333
1,82	26,69334	0,0304
1,83	26,80779	0,03056667
1,84	26,93812	0,03073333
1,85	27,10024	0,0309
1,86	27,26396	0,03106667
1,87	27,39429	0,03123333
1,88	27,49761	0,0314
1,89	27,60569	0,03156667
1,9	27,75033	0,03173333
1,91	27,92358	0,0319
1,92	28,09207	0,03206667
1,93	28,23353	0,03223334
1,94	28,36227	0,0324
1,95	28,50374	0,03256667
1,96	28,64997	0,03273333
1,97	28,7962	0,0329
1,98	28,92971	0,03306667
1,99	29,06005	0,03323333
2	29,20786	0,0334
2,01	29,37794	0,03356667
2,02	29,56072	0,03373333
2,03	29,72603	0,0339
2,04	29,8659	0,03406667
2,05	30,00895	0,03423334
2,06	30,17267	0,0344
2,07	30,34115	0,03456667
2,08	30,50645	0,03473333
2,09	30,65904	0,0349
2,1	30,8005	0,03506667
2,11	30,94991	0,03523333
2,12	31,11521	0,0354
2,13	31,28211	0,03556667
2,14	31,43311	0,03573333
2,15	31,5698	0,0359
2,16	31,70331	0,03606667
2,17	31,84636	0,03623333
2,18	31,99895	0,0364
2,19	32,15631	0,03656667
2,2	32,30413	0,03673333
2,21	32,43605	0,0369
2,22	32,55844	0,03706667
2,23	32,69196	0,03723333
2,24	32,83818	0,0374
2,25	32,98919	0,03756667
2,26	33,12906	0,03773334
2,27	33,26098	0,0379
2,28	33,39291	0,03806667
2,29	33,54073	0,03823333
2,3	33,70603	0,0384
2,31	33,89041	0,03856667
2,32	34,06525	0,03873333
2,33	34,21148	0,0389
2,34	34,34181	0,03906667
2,35	34,48645	0,03923333
2,36	34,64699	0,0394
2,37	34,80434	0,03956667
2,38	34,94263	0,03973334
2,39	35,0682	0,0399
2,4	35,20966	0,04006667
2,41	35,37019	0,04023333
2,42	35,5355	0,0404
2,43	35,68967	0,04056667
2,44	35,82637	0,04073333
2,45	35,9567	0,04086667
2,46	36,09498	0,04106667
2,47	36,2587	0,04123333
2,48	36,44149	0,0414
2,49	36,62586	0,04156667
2,5	36,7864	0,04173333
2,51	36,91673	0,0419
2,52	37,03276	0,04206667
2,53	37,16628	0,04223333
2,54	37,31569	0,0424
2,55	37,4635	0,04256667
2,56	37,60179	0,04273333
2,57	37,74802	0,0429
2,58	37,91173	0,04306667
2,59	38,08816	0,04323334
2,6	38,25665	0,0434
2,61	38,40923	0,04356667
2,62	38,54752	0,04373333
2,63	38,68898	0,0439
2,64	38,84633	0,04406667
2,65	39,00369	0,04423333
2,66	39,14197	0,0444
2,67	39,26754	0,04456667
2,68	39,39629	0,04473333
2,69	39,54251	0,0449
2,7	39,70464	0,04506667
2,71	39,86835	0,04523334
2,72	40,00664	0,0454
2,73	40,13697	0,04556667
2,74	40,27367	0,04573333
2,75	40,43102	0,0459
2,76	40,59156	0,04606667
2,77	40,74891	0,04623333
2,78	40,90945	0,0464
2,79	41,06998	0,04656667
2,8	41,23052	0,04673333
2,81	41,39423	0,0469
2,82	41,55318	0,04706667
2,83	41,70577	0,04723334
2,84	41,84405	0,0474
2,85	41,96962	0,04756667
2,86	42,09678	0,04773333
2,87	42,25572	0,0479
2,88	42,42579	0,04806667
2,89	42,58474	0,04823333
2,9	42,71507	0,0484
2,91	42,82792	0,04856667
2,92	42,95667	0,04873333
2,93	43,11403	0,0489
2,94	43,29364	0,04906667
2,95	43,47324	0,04923333
2,96	43,63855	0,0494
2,97	43,79113	0,04956667
2,98	43,94849	0,04973333
2,99	44,11221	0,0499
3	44,26638	0,05006667
3,01	44,39513	0,05023333
3,02	44,50003	0,0504
3,03	44,61129	0,05056667
3,04	44,74799	0,05073334
3,05	44,9117	0,0509
3,06	45,08178	0,05106667
3,07	45,25026	0,05123333
3,08	45,41397	0,0514
3,09	45,56656	0,05156667
