Имя испытания	Режим испытания	Тип испытания	Заголовок1	Комментарий1	Ключвое слово	Наименование продукта	Имя файла испытания	Имя файла метода	Дата отчета	Дата испытания	Режим испытания	Тип испытания	Скорость	Форма	Серия:	Части серии:
5-1.xtas	Одиночный	Растяжение	Заголовок	Комментарий	 	 	5-1.xtas	 	27.05.2021	27.05.2021	Одиночный	Растяжение	1мм/мин	Плоская	1	1

Форма:	Серия:	Часть серии:
Плоская	1	1
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
1 _ 1	4,0000	10,0000	120,0000

Имя	Удлинение1_Ход	Удлинение1_Удлинение
Параметр	Сила 1 Н	Сила 1 Н
Единица	мм	мм
1 _ 1	0,00594	0,00594

1 _ 1	
Время	Сила	Ход
сек	Н	мм
0	0,1732508	0
0,01	0,2082189	0,0001
0,02	0,2384186	0,0002333333
0,03	0,2415975	0,0004666667
0,04	0,2241135	0,0006666667
0,05	0,2193451	0,0008333334
0,06	0,2415975	0,001
0,07	0,2813339	0,001166667
0,08	0,3147125	0,001366667
0,09	0,3178914	0,0015
0,1	0,3083547	0,001666667
0,11	0,3147125	0,001866667
0,12	0,3369649	0,002
0,13	0,3576279	0,002166667
0,14	0,3655752	0,002366667
0,15	0,3496806	0,0025
0,16	0,3194809	0,0027
0,17	0,295639	0,002866667
0,18	0,295639	0,003
0,19	0,3083547	0,0032
0,2	0,3147125	0,003333333
0,21	0,295639	0,003533333
0,22	0,2733866	0,003666667
0,23	0,2686183	0,003833333
0,24	0,2654394	0,004
0,25	0,2495448	0,004166667
0,26	0,2241135	0,004333334
0,27	0,2272924	0,0045
0,28	0,2717972	0,004666667
0,29	0,3449122	0,004833333
0,3	0,4307429	0,005
0,31	0,518163	0,005166667
0,32	0,5912781	0,005333333
0,33	0,6739299	0,0055
0,34	0,7851918	0,005666667
0,35	0,9187062	0,005833333
0,36	1,049042	0,006
0,37	1,165072	0,006166667
0,38	1,265208	0,006366667
0,39	1,371702	0,0065
0,4	1,497269	0,006666667
0,41	1,654625	0,006833334
0,42	1,81516	0,007033333
0,43	1,948675	0,007166667
0,44	2,045631	0,007333334
0,45	2,129873	0,0075
0,46	2,220472	0,007666667
0,47	2,317429	0,007833334
0,48	2,412796	0,008
0,49	2,497037	0,008166667
0,5	2,57651	0,008366667
0,51	2,660751	0,0085
0,52	2,757708	0,008666667
0,53	2,86897	0,008833334
0,54	2,989769	0,009033334
0,55	3,108978	0,009166666
0,56	3,228188	0,009366667
0,57	3,353755	0,009533334
0,58	3,492038	0,0097
0,59	3,633499	0,009833333
0,6	3,774961	0,01003333
0,61	3,900528	0,01016667
0,62	4,008611	0,01036667
0,63	4,111926	0,0105
0,64	4,21842	0,0107
0,65	4,329681	0,01086667
0,66	4,444122	0,01103333
0,67	4,544258	0,01116667
0,68	4,631678	0,01133333
0,69	4,727046	0,01153333
0,7	4,835129	0,0117
0,71	4,951159	0,01186667
0,72	5,079905	0,012
0,73	5,207062	0,0122
0,74	5,32786	0,01236667
0,75	5,435944	0,0125
0,76	5,542437	0,0127
0,77	5,647341	0,01283333
0,78	5,761782	0,01303333
0,79	5,884171	0,01316667
0,8	6,009737	0,01333333
0,81	6,133715	0,01353333
0,82	6,246567	0,0137
0,83	6,349882	0,01383333
0,84	6,446838	0,014
0,85	6,550153	0,0142
0,86	6,667773	0,01436667
0,87	6,799698	0,0145
0,88	6,94116	0,0147
0,89	7,081032	0,01483333
0,9	7,222494	0,01503333
0,91	7,357597	0,01516667
0,92	7,483164	0,01536667
0,93	7,602374	0,0155
0,94	7,721583	0,0157
0,95	7,840792	0,01583333
0,96	7,955233	0,01603333
0,97	8,05378	0,0162
0,98	8,1412	0,01636667
0,99	8,233388	0,01653333
1	8,341472	0,0167
1,01	8,46386	0,01683333
1,02	8,5783	0,01703333
1,03	8,675258	0,01716667
1,04	8,769035	0,01736667
1,05	8,87235	0,01753333
1,06	8,98838	0,0177
1,07	9,10759	0,01783333
1,08	9,225209	0,018
1,09	9,347598	0,0182
1,1	9,482701	0,01833333
1,11	9,630521	0,0185
1,12	9,77993	0,01866667
1,13	9,929339	0,01883333
1,14	10,0708	0,019
1,15	10,19478	0,01916667
1,16	10,29809	0,01933333
1,17	10,38233	0,01953333
1,18	10,47293	0,0197
1,19	10,56989	0,01983333
1,2	10,66844	0,02
1,21	10,76857	0,0202
1,22	10,87189	0,02036667
1,23	10,98156	0,0205
1,24	11,09759	0,02066667
1,25	11,22634	0,02083333
1,26	11,35667	0,021
1,27	11,4727	0,02116667
1,28	11,58396	0,02136667
1,29	11,70158	0,02153333
1,3	11,82874	0,0217
1,31	11,95113	0,02183333
1,32	12,06239	0,022
1,33	12,16094	0,02216667
1,34	12,26107	0,02236667
1,35	12,37233	0,0225
1,36	12,49313	0,0227
1,37	12,60598	0,02286667
1,38	12,70771	0,02303333
1,39	12,80467	0,0232
1,4	12,91434	0,02336667
1,41	13,0415	0,02353333
1,42	13,18296	0,0237
1,43	13,3276	0,02383333
1,44	13,46906	0,02403333
1,45	13,60099	0,0242
1,46	13,72655	0,02433333
1,47	13,85371	0,0245
1,48	13,98722	0,0247
1,49	14,10643	0,02486667
1,5	14,21293	0,02503333
1,51	14,30829	0,0252
1,52	14,40048	0,02536667
1,53	14,49108	0,0255
1,54	14,58327	0,0257
1,55	14,67546	0,02583333
1,56	14,76447	0,026
1,57	14,85507	0,0262
1,58	14,95202	0,02636667
1,59	15,06329	0,0265
1,6	15,18567	0,02666667
1,61	15,31442	0,02683333
1,62	15,44952	0,02703333
1,63	15,5894	0,02716667
1,64	15,72768	0,02736667
1,65	15,88027	0,02753333
1,66	16,04239	0,02766667
1,67	16,18862	0,02783333
1,68	16,30306	0,028
1,69	16,39843	0,0282
1,7	16,49062	0,02836667
1,71	16,58599	0,02853333
1,72	16,67658	0,02866667
1,73	16,77672	0,02883333
1,74	16,89593	0,02903333
1,75	17,0215	0,02916667
1,76	17,14071	0,02936667
1,77	17,24879	0,02953333
1,78	17,36641	0,0297
1,79	17,5031	0,02986667
1,8	17,65251	0,03
1,81	17,78444	0,0302
1,82	17,88775	0,03036667
1,83	17,97835	0,0305
1,84	18,07054	0,03066667
1,85	18,16908	0,03086667
1,86	18,25809	0,03103333
1,87	18,33439	0,03116667
1,88	18,41863	0,03133333
1,89	18,51877	0,03153333
1,9	18,63003	0,0317
1,91	18,74129	0,03183333
1,92	18,86686	0,032
1,93	19,00355	0,0322
1,94	19,14342	0,03233333
1,95	19,28806	0,0325
1,96	19,42635	0,0327
1,97	19,55191	0,03283333
1,98	19,67112	0,033
1,99	19,79987	0,0332
2	19,93497	0,03336667
2,01	20,04941	0,03353333
2,02	20,1416	0,0337
2,03	20,22266	0,03383333
2,04	20,30532	0,03403333
2,05	20,39433	0,03416667
2,06	20,50082	0,03436667
2,07	20,63592	0,0345
2,08	20,78533	0,03466667
2,09	20,9252	0,03483333
2,1	21,04441	0,03503333
2,11	21,16044	0,03516667
2,12	21,28124	0,03536667
2,13	21,39568	0,03553334
2,14	21,50059	0,0357
2,15	21,6198	0,03583333
2,16	21,74854	0,03603333
2,17	21,87093	0,03616667
2,18	21,97901	0,03636667
2,19	22,07915	0,0365
2,2	22,18564	0,0367
2,21	22,30009	0,03683333
2,22	22,43837	0,03703333
2,23	22,59096	0,0372
2,24	22,72765	0,03736667
2,25	22,83891	0,03753334
2,26	22,94382	0,0377
2,27	23,08051	0,03786667
2,28	23,22992	0,03803333
2,29	23,36343	0,03816667
2,3	23,46039	0,03836667
2,31	23,52873	0,03853333
2,32	23,59072	0,0387
2,33	23,68132	0,03886667
2,34	23,8053	0,039
2,35	23,96425	0,0392
2,36	24,11524	0,03936667
2,37	24,24399	0,03953333
2,38	24,35048	0,03966667
2,39	24,4538	0,03983333
2,4	24,56188	0,04003333
2,41	24,67632	0,0402
2,42	24,78441	0,04036667
2,43	24,8909	0,04053333
2,44	24,99422	0,0407
2,45	25,1023	0,04086667
2,46	25,21356	0,04103334
2,47	25,33118	0,04116667
2,48	25,45834	0,04133333
2,49	25,61092	0,0415
2,5	25,76669	0,0417
2,51	25,90656	0,04183333
2,52	26,02736	0,04203333
2,53	26,13068	0,0422
2,54	26,22604	0,04236667
2,55	26,33095	0,04253333
2,56	26,44539	0,0427
2,57	26,57255	0,04286667
2,58	26,70606	0,04303334
2,59	26,83481	0,0432
2,6	26,96196	0,04336667
2,61	27,09548	0,0435
2,62	27,22899	0,0437
2,63	27,35297	0,04386667
2,64	27,45628	0,04403333
2,65	27,54688	0,04416667
2,66	27,65497	0,04436667
2,67	27,79166	0,0445
2,68	27,93471	0,0447
2,69	28,06346	0,04486667
2,7	28,17154	0,04503334
2,71	28,27485	0,04516667
2,72	28,39247	0,04533333
2,73	28,53394	0,0455
2,74	28,68017	0,0457
2,75	28,80573	0,04583333
2,76	28,90269	0,046
2,77	28,99806	0,0462
2,78	29,11568	0,04636667
2,79	29,25555	0,0465
2,8	29,40337	0,0467
2,81	29,53688	0,04686667
2,82	29,65291	0,047
2,83	29,76418	0,04716667
2,84	29,87862	0,04733333
2,85	29,99783	0,04753333
2,86	30,12657	0,0477
2,87	30,24896	0,04783333
2,88	30,37135	0,04803333
2,89	30,4985	0,0482
2,9	30,6352	0,04836667
2,91	30,77348	0,0485
2,92	30,91176	0,0487
2,93	31,0421	0,04886667
2,94	31,16449	0,04903333
2,95	31,27893	0,04916667
2,96	31,39019	0,04936667
2,97	31,50463	0,04953333
2,98	31,62861	0,0497
2,99	31,7653	0,04983333
3	31,89246	0,05003333
3,01	32,0069	0,0502
3,02	32,12452	0,05036667
3,03	32,25486	0,0505
3,04	32,38201	0,0507
3,05	32,49327	0,05086667
3,06	32,60772	0,05103333
3,07	32,73487	0,0512
3,08	32,86839	0,05136667
3,09	32,99395	0,0515
3,1	33,11316	0,0517
